icd_10_cm_code,icd_10_cm_code_description,default_ccsr_category_ip,default_ccsr_category_description_ip,default_ccsr_category_op,default_ccsr_category_description_op,ccsr_category_1,ccsr_category_1_description,ccsr_category_2,ccsr_category_2_description,ccsr_category_3,ccsr_category_3_description,ccsr_category_4,ccsr_category_4_description,ccsr_category_5,ccsr_category_5_description,ccsr_category_6,ccsr_category_6_description
S63599S,"Other specified sprain of unspecified wrist, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63601A,"Unspecified sprain of right thumb, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63601D,"Unspecified sprain of right thumb, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
S63601S,"Unspecified sprain of right thumb, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63602A,"Unspecified sprain of left thumb, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63602D,"Unspecified sprain of left thumb, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
S63602S,"Unspecified sprain of left thumb, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63609A,"Unspecified sprain of unspecified thumb, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63609D,"Unspecified sprain of unspecified thumb, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
S63609S,"Unspecified sprain of unspecified thumb, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63610A,"Unspecified sprain of right index finger, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63610D,"Unspecified sprain of right index finger, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
S63610S,"Unspecified sprain of right index finger, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63611A,"Unspecified sprain of left index finger, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63611D,"Unspecified sprain of left index finger, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
S63611S,"Unspecified sprain of left index finger, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63612A,"Unspecified sprain of right middle finger, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63612D,"Unspecified sprain of right middle finger, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
S63612S,"Unspecified sprain of right middle finger, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63613A,"Unspecified sprain of left middle finger, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63613D,"Unspecified sprain of left middle finger, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
S63613S,"Unspecified sprain of left middle finger, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63614A,"Unspecified sprain of right ring finger, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63614D,"Unspecified sprain of right ring finger, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
S63614S,"Unspecified sprain of right ring finger, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63615A,"Unspecified sprain of left ring finger, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63615D,"Unspecified sprain of left ring finger, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
S63615S,"Unspecified sprain of left ring finger, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63616A,"Unspecified sprain of right little finger, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63616D,"Unspecified sprain of right little finger, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
S63616S,"Unspecified sprain of right little finger, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63617A,"Unspecified sprain of left little finger, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63617D,"Unspecified sprain of left little finger, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
S63617S,"Unspecified sprain of left little finger, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63618A,"Unspecified sprain of other finger, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63618D,"Unspecified sprain of other finger, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
S63618S,"Unspecified sprain of other finger, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63619A,"Unspecified sprain of unspecified finger, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63619D,"Unspecified sprain of unspecified finger, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
S63619S,"Unspecified sprain of unspecified finger, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63621A,"Sprain of interphalangeal joint of right thumb, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63621D,"Sprain of interphalangeal joint of right thumb, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
S63621S,"Sprain of interphalangeal joint of right thumb, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63622A,"Sprain of interphalangeal joint of left thumb, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63622D,"Sprain of interphalangeal joint of left thumb, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
S63622S,"Sprain of interphalangeal joint of left thumb, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63629A,"Sprain of interphalangeal joint of unspecified thumb, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63629D,"Sprain of interphalangeal joint of unspecified thumb, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
S63629S,"Sprain of interphalangeal joint of unspecified thumb, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63630A,"Sprain of interphalangeal joint of right index finger, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63630D,"Sprain of interphalangeal joint of right index finger, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
S63630S,"Sprain of interphalangeal joint of right index finger, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63631A,"Sprain of interphalangeal joint of left index finger, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63631D,"Sprain of interphalangeal joint of left index finger, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
S63631S,"Sprain of interphalangeal joint of left index finger, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63632A,"Sprain of interphalangeal joint of right middle finger, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63632D,"Sprain of interphalangeal joint of right middle finger, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
S63632S,"Sprain of interphalangeal joint of right middle finger, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63633A,"Sprain of interphalangeal joint of left middle finger, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63633D,"Sprain of interphalangeal joint of left middle finger, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
S63633S,"Sprain of interphalangeal joint of left middle finger, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela",INJ073,"Injury, sequela", , , , , , , , , , 
S63634A,"Sprain of interphalangeal joint of right ring finger, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter",INJ024,"Sprains and strains, initial encounter", , , , , , , , , , 
S63634D,"Sprain of interphalangeal joint of right ring finger, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter",INJ061,"Sprains and strains, subsequent encounter", , , , , , , , , , 
